country,country_aff,birth_year,num_users
Palestinian Territory,Palestinian Territory,1998,1
Palestinian Territory,Palestinian Territory,1999,1
Palestinian Territory,Palestinian Territory,2000,2
Palestinian Territory,Palestinian Territory,2001,1
Palestinian Territory,Palestinian Territory,2002,1
Panama,Panama,1981,1
Panama,Panama,1982,2
Panama,Panama,1985,3
Panama,Panama,1987,2
Panama,Panama,1988,5
Panama,Panama,1989,2
Panama,Panama,1990,8
Panama,Panama,1991,4
Panama,Panama,1992,2
Panama,Panama,1993,2
Panama,Panama,1994,6
Panama,Panama,1995,3
Panama,Panama,1996,2
Panama,Panama,1997,6
Panama,Panama,1998,3
Panama,Panama,1999,2
Panama,Panama,2000,1
Panama,Panama,2001,2
Papua New Guinea,Papua New Guinea,1992,1
Papua New Guinea,Papua New Guinea,1993,1
Papua New Guinea,Papua New Guinea,1996,1
Paraguay,Paraguay,1979,1
Paraguay,Paraguay,1988,3
Paraguay,Paraguay,1991,2
Paraguay,Paraguay,1992,1
Paraguay,Paraguay,1993,2
Paraguay,Paraguay,1994,1
Paraguay,Paraguay,1995,4
Paraguay,Paraguay,1996,3
Paraguay,Paraguay,1997,1
Paraguay,Paraguay,1998,1
Paraguay,Paraguay,1999,1
Paraguay,Paraguay,2001,1
Peru,Peru,1980,2
Peru,Peru,1982,1
Peru,Peru,1983,1
Peru,Peru,1984,6
Peru,Peru,1985,5
Peru,Peru,1986,8
Peru,Peru,1987,4
Peru,Peru,1988,8
Peru,Peru,1989,14
Peru,Peru,1990,18
Peru,Peru,1991,13
Peru,Peru,1992,9
Peru,Peru,1993,17
Peru,Peru,1994,12
Peru,Peru,1995,11
Peru,Peru,1996,8
Peru,Peru,1997,13
Peru,Peru,1998,10
Peru,Peru,1999,4
Peru,Peru,2000,6
Peru,Peru,2001,3
Peru,Peru,2002,1
Peru,Peru,2004,2
Philippines,Philippines,1971,1
Philippines,Philippines,1972,1
Philippines,Philippines,1975,3
Philippines,Philippines,1976,2
Philippines,Philippines,1977,3
Philippines,Philippines,1978,1
Philippines,Philippines,1979,2
Philippines,Philippines,1980,8
Philippines,Philippines,1981,6
Philippines,Philippines,1982,7
Philippines,Philippines,1983,12
Philippines,Philippines,1984,28
Philippines,Philippines,1985,28
Philippines,Philippines,1986,40
Philippines,Philippines,1987,65
Philippines,Philippines,1988,86
Philippines,Philippines,1989,124
Philippines,Philippines,1990,225
Philippines,Philippines,1991,201
Philippines,Philippines,1992,274
Philippines,Philippines,1993,273
Philippines,Philippines,1994,299
Philippines,Philippines,1995,383
Philippines,Philippines,1996,312
Philippines,Philippines,1997,258
Philippines,Philippines,1998,215
Philippines,Philippines,1999,126
Philippines,Philippines,2000,90
Philippines,Philippines,2001,41
Philippines,Philippines,2002,20
Philippines,Philippines,2003,9
Philippines,Philippines,2004,7
Philippines,Philippines,2006,1
Philippines,Philippines,2008,2
Pitcairn,United Kingdom,1991,1
Poland,Poland,1969,1
Poland,Poland,1976,2
Poland,Poland,1977,3
Poland,Poland,1978,3
Poland,Poland,1979,4
Poland,Poland,1980,5
Poland,Poland,1981,6
Poland,Poland,1982,8
Poland,Poland,1983,23
Poland,Poland,1984,38
Poland,Poland,1985,39
Poland,Poland,1986,112
Poland,Poland,1987,162
Poland,Poland,1988,294
Poland,Poland,1989,410
Poland,Poland,1990,489
Poland,Poland,1991,619
Poland,Poland,1992,632
Poland,Poland,1993,660
Poland,Poland,1994,655
Poland,Poland,1995,548
Poland,Poland,1996,481
Poland,Poland,1997,372
Poland,Poland,1998,279
Poland,Poland,1999,189
Poland,Poland,2000,150
Poland,Poland,2001,90
Poland,Poland,2002,35
Poland,Poland,2003,18
Poland,Poland,2004,8
Poland,Poland,2005,1
Portugal,Portugal,1971,1
Portugal,Portugal,1973,1
Portugal,Portugal,1975,1
Portugal,Portugal,1977,1
Portugal,Portugal,1979,4
Portugal,Portugal,1980,5
Portugal,Portugal,1981,5
Portugal,Portugal,1982,3
Portugal,Portugal,1983,17
Portugal,Portugal,1984,13
Portugal,Portugal,1985,31
Portugal,Portugal,1986,37
Portugal,Portugal,1987,42
Portugal,Portugal,1988,58
Portugal,Portugal,1989,100
Portugal,Portugal,1990,142
Portugal,Portugal,1991,160
Portugal,Portugal,1992,157
Portugal,Portugal,1993,181
Portugal,Portugal,1994,155
Portugal,Portugal,1995,182
Portugal,Portugal,1996,179
Portugal,Portugal,1997,139
Portugal,Portugal,1998,152
Portugal,Portugal,1999,103
Portugal,Portugal,2000,54
Portugal,Portugal,2001,34
Portugal,Portugal,2002,22
Portugal,Portugal,2003,6
Portugal,Portugal,2004,4
Portugal,Portugal,2005,2
Puerto Rico,United States,1972,1
Puerto Rico,United States,1978,1
Puerto Rico,United States,1980,3
Puerto Rico,United States,1982,1
Puerto Rico,United States,1984,1
Puerto Rico,United States,1985,1
Puerto Rico,United States,1986,5
Puerto Rico,United States,1987,4
Puerto Rico,United States,1988,5
Puerto Rico,United States,1989,7
Puerto Rico,United States,1990,10
Puerto Rico,United States,1991,11
Puerto Rico,United States,1992,14
Puerto Rico,United States,1993,17
Puerto Rico,United States,1994,14
Puerto Rico,United States,1995,19
Puerto Rico,United States,1996,13
Puerto Rico,United States,1997,13
Puerto Rico,United States,1998,7
Puerto Rico,United States,1999,6
Puerto Rico,United States,2003,1
Qatar,Qatar,1981,1
Qatar,Qatar,1983,2
Qatar,Qatar,1985,1
Qatar,Qatar,1986,4
Qatar,Qatar,1988,2
Qatar,Qatar,1989,2
Qatar,Qatar,1990,3
Qatar,Qatar,1991,3
Qatar,Qatar,1992,2
Qatar,Qatar,1993,4
Qatar,Qatar,1994,7
Qatar,Qatar,1995,2
Qatar,Qatar,1996,6
Qatar,Qatar,1997,5
Qatar,Qatar,1998,5
Qatar,Qatar,1999,4
Qatar,Qatar,2001,2
Qatar,Qatar,2002,2
Romania,Romania,1969,1
Romania,Romania,1970,1
Romania,Romania,1977,1
Romania,Romania,1978,2
Romania,Romania,1979,1
Romania,Romania,1980,2
Romania,Romania,1981,1
Romania,Romania,1982,4
Romania,Romania,1983,5
Romania,Romania,1984,8
Romania,Romania,1985,11
Romania,Romania,1986,26
Romania,Romania,1987,28
Romania,Romania,1988,47
Romania,Romania,1989,66
Romania,Romania,1990,90
Romania,Romania,1991,74
Romania,Romania,1992,82
Romania,Romania,1993,100
Romania,Romania,1994,116
Romania,Romania,1995,109
Romania,Romania,1996,114
Romania,Romania,1997,112
Romania,Romania,1998,97
Romania,Romania,1999,55
Romania,Romania,2000,44
Romania,Romania,2001,24
Romania,Romania,2002,11
Romania,Romania,2003,5
Romania,Romania,2004,4
Romania,Romania,2005,1
Russian Federation,Russian Federation,1970,1
Russian Federation,Russian Federation,1972,1
Russian Federation,Russian Federation,1973,2
Russian Federation,Russian Federation,1974,2
Russian Federation,Russian Federation,1975,3
Russian Federation,Russian Federation,1976,2
Russian Federation,Russian Federation,1977,4
Russian Federation,Russian Federation,1978,1
Russian Federation,Russian Federation,1979,5
Russian Federation,Russian Federation,1980,10
Russian Federation,Russian Federation,1981,18
Russian Federation,Russian Federation,1982,22
Russian Federation,Russian Federation,1983,29
Russian Federation,Russian Federation,1984,45
Russian Federation,Russian Federation,1985,63
Russian Federation,Russian Federation,1986,112
Russian Federation,Russian Federation,1987,147
Russian Federation,Russian Federation,1988,227
Russian Federation,Russian Federation,1989,280
Russian Federation,Russian Federation,1990,372
Russian Federation,Russian Federation,1991,355
Russian Federation,Russian Federation,1992,395
Russian Federation,Russian Federation,1993,316
Russian Federation,Russian Federation,1994,297
Russian Federation,Russian Federation,1995,199
Russian Federation,Russian Federation,1996,141
Russian Federation,Russian Federation,1997,80
Russian Federation,Russian Federation,1998,74
Russian Federation,Russian Federation,1999,43
Russian Federation,Russian Federation,2000,15
Russian Federation,Russian Federation,2001,7
Russian Federation,Russian Federation,2002,6
Russian Federation,Russian Federation,2003,1
Russian Federation,Russian Federation,2008,1
Réunion,France,1985,1
Réunion,France,1988,1
Réunion,France,1993,1
Réunion,France,1998,1
Saint Kitts and Nevis,Saint Kitts and Nevis,1995,2
Saint Kitts and Nevis,Saint Kitts and Nevis,1996,1
Saint Lucia,Saint Lucia,1992,2
Saint Lucia,Saint Lucia,1995,1
Saint Lucia,Saint Lucia,1997,1
Saint Lucia,Saint Lucia,1999,1
Saint Pierre and Miquelon,France,1986,1
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,1991,1
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,1999,1
Samoa,Samoa,1993,1
San Marino,San Marino,1981,1
San Marino,San Marino,1996,1
Saudi Arabia,Saudi Arabia,1974,1
Saudi Arabia,Saudi Arabia,1980,2
Saudi Arabia,Saudi Arabia,1981,3
Saudi Arabia,Saudi Arabia,1982,6
Saudi Arabia,Saudi Arabia,1983,7
Saudi Arabia,Saudi Arabia,1984,7
Saudi Arabia,Saudi Arabia,1985,12
Saudi Arabia,Saudi Arabia,1986,16
Saudi Arabia,Saudi Arabia,1987,16
Saudi Arabia,Saudi Arabia,1988,23
Saudi Arabia,Saudi Arabia,1989,33
Saudi Arabia,Saudi Arabia,1990,38
Saudi Arabia,Saudi Arabia,1991,37
Saudi Arabia,Saudi Arabia,1992,46
Saudi Arabia,Saudi Arabia,1993,54
Saudi Arabia,Saudi Arabia,1994,54
Saudi Arabia,Saudi Arabia,1995,63
Saudi Arabia,Saudi Arabia,1996,68
Saudi Arabia,Saudi Arabia,1997,60
Saudi Arabia,Saudi Arabia,1998,31
Saudi Arabia,Saudi Arabia,1999,22
Saudi Arabia,Saudi Arabia,2000,12
Saudi Arabia,Saudi Arabia,2001,6
Saudi Arabia,Saudi Arabia,2002,6
Saudi Arabia,Saudi Arabia,2003,3
Saudi Arabia,Saudi Arabia,2004,1
Saudi Arabia,Saudi Arabia,2005,1
Serbia,Serbia,1972,1
Serbia,Serbia,1976,1
Serbia,Serbia,1977,1
Serbia,Serbia,1979,1
Serbia,Serbia,1981,2
Serbia,Serbia,1982,1
Serbia,Serbia,1983,2
Serbia,Serbia,1984,2
Serbia,Serbia,1985,5
Serbia,Serbia,1986,10
Serbia,Serbia,1987,15
Serbia,Serbia,1988,18
Serbia,Serbia,1989,17
Serbia,Serbia,1990,22
Serbia,Serbia,1991,18
Serbia,Serbia,1992,31
Serbia,Serbia,1993,32
Serbia,Serbia,1994,35
Serbia,Serbia,1995,45
Serbia,Serbia,1996,39
Serbia,Serbia,1997,28
Serbia,Serbia,1998,28
Serbia,Serbia,1999,26
Serbia,Serbia,2000,9
Serbia,Serbia,2001,5
Serbia,Serbia,2002,7
Serbia,Serbia,2003,4
Sierra Leone,Sierra Leone,1987,1
Singapore,Singapore,1973,1
Singapore,Singapore,1977,2
Singapore,Singapore,1979,1
Singapore,Singapore,1980,5
Singapore,Singapore,1981,3
Singapore,Singapore,1982,2
Singapore,Singapore,1983,7
Singapore,Singapore,1984,7
Singapore,Singapore,1985,7
Singapore,Singapore,1986,10
Singapore,Singapore,1987,22
Singapore,Singapore,1988,28
Singapore,Singapore,1989,27
Singapore,Singapore,1990,47
Singapore,Singapore,1991,53
Singapore,Singapore,1992,60
Singapore,Singapore,1993,65
Singapore,Singapore,1994,76
Singapore,Singapore,1995,81
Singapore,Singapore,1996,71
Singapore,Singapore,1997,64
Singapore,Singapore,1998,38
Singapore,Singapore,1999,29
Singapore,Singapore,2000,20
Singapore,Singapore,2001,14
Singapore,Singapore,2002,9
Singapore,Singapore,2003,5
Singapore,Singapore,2005,1
Slovakia,Slovakia,1979,1
Slovakia,Slovakia,1980,1
Slovakia,Slovakia,1981,5
Slovakia,Slovakia,1982,4
Slovakia,Slovakia,1983,1
Slovakia,Slovakia,1984,5
Slovakia,Slovakia,1985,11
Slovakia,Slovakia,1986,12
Slovakia,Slovakia,1987,16
Slovakia,Slovakia,1988,17
Slovakia,Slovakia,1989,20
Slovakia,Slovakia,1990,27
Slovakia,Slovakia,1991,29
Slovakia,Slovakia,1992,22
Slovakia,Slovakia,1993,21
Slovakia,Slovakia,1994,19
Slovakia,Slovakia,1995,24
Slovakia,Slovakia,1996,23
Slovakia,Slovakia,1997,12
Slovakia,Slovakia,1998,17
Slovakia,Slovakia,1999,16
Slovakia,Slovakia,2000,10
Slovakia,Slovakia,2001,3
Slovakia,Slovakia,2002,2
Slovenia,Slovenia,1978,1
Slovenia,Slovenia,1980,1
Slovenia,Slovenia,1982,1
Slovenia,Slovenia,1983,1
Slovenia,Slovenia,1984,1
Slovenia,Slovenia,1985,3
Slovenia,Slovenia,1986,3
Slovenia,Slovenia,1987,5
Slovenia,Slovenia,1988,4
Slovenia,Slovenia,1989,8
Slovenia,Slovenia,1990,6
Slovenia,Slovenia,1991,8
Slovenia,Slovenia,1992,16
Slovenia,Slovenia,1993,9
Slovenia,Slovenia,1994,7
Slovenia,Slovenia,1995,8
Slovenia,Slovenia,1996,5
Slovenia,Slovenia,1997,3
Slovenia,Slovenia,1998,8
Slovenia,Slovenia,1999,3
Slovenia,Slovenia,2000,3
Slovenia,Slovenia,2001,3
Solomon Islands,Solomon Islands,1980,1
Somalia,Somalia,2001,1
South Africa,South Africa,1978,1
South Africa,South Africa,1979,2
South Africa,South Africa,1980,1
South Africa,South Africa,1982,4
South Africa,South Africa,1983,2
South Africa,South Africa,1984,4
South Africa,South Africa,1985,7
South Africa,South Africa,1986,12
South Africa,South Africa,1987,11
South Africa,South Africa,1988,11
South Africa,South Africa,1989,17
South Africa,South Africa,1990,26
South Africa,South Africa,1991,14
South Africa,South Africa,1992,22
South Africa,South Africa,1993,20
South Africa,South Africa,1994,28
South Africa,South Africa,1995,19
South Africa,South Africa,1996,20
South Africa,South Africa,1997,15
South Africa,South Africa,1998,19
South Africa,South Africa,1999,8
South Africa,South Africa,2000,11
South Africa,South Africa,2001,3
South Africa,South Africa,2004,1
South Georgia and South Sandwich Islands,United Kingdom,1991,1
South Korea,South Korea,1982,1
South Korea,South Korea,1984,1
South Korea,South Korea,1985,2
South Korea,South Korea,1986,1
South Korea,South Korea,1987,6
South Korea,South Korea,1988,12
South Korea,South Korea,1989,9
South Korea,South Korea,1990,9
South Korea,South Korea,1991,8
South Korea,South Korea,1992,3
South Korea,South Korea,1993,14
South Korea,South Korea,1994,6
South Korea,South Korea,1995,9
South Korea,South Korea,1996,16
South Korea,South Korea,1997,9
South Korea,South Korea,1998,13
South Korea,South Korea,1999,5
South Korea,South Korea,2000,3
South Korea,South Korea,2003,1
Spain,Spain,1969,2
Spain,Spain,1972,1
Spain,Spain,1973,2
Spain,Spain,1974,1
Spain,Spain,1975,1
Spain,Spain,1977,2
Spain,Spain,1979,1
Spain,Spain,1980,6
Spain,Spain,1981,9
Spain,Spain,1982,9
Spain,Spain,1983,17
Spain,Spain,1984,20
Spain,Spain,1985,24
Spain,Spain,1986,34
Spain,Spain,1987,46
Spain,Spain,1988,43
Spain,Spain,1989,45
Spain,Spain,1990,93
Spain,Spain,1991,99
Spain,Spain,1992,129
Spain,Spain,1993,115
Spain,Spain,1994,143
Spain,Spain,1995,150
Spain,Spain,1996,146
Spain,Spain,1997,156
Spain,Spain,1998,150
Spain,Spain,1999,100
Spain,Spain,2000,52
Spain,Spain,2001,25
Spain,Spain,2002,15
Spain,Spain,2003,3
Sri Lanka,Sri Lanka,1986,1
Sri Lanka,Sri Lanka,1987,2
Sri Lanka,Sri Lanka,1989,2
Sri Lanka,Sri Lanka,1990,2
Sri Lanka,Sri Lanka,1991,2
Sri Lanka,Sri Lanka,1992,2
Sri Lanka,Sri Lanka,1993,1
Sri Lanka,Sri Lanka,1994,3
Sri Lanka,Sri Lanka,1995,6
Sri Lanka,Sri Lanka,1996,4
Sri Lanka,Sri Lanka,1997,2
Sri Lanka,Sri Lanka,1998,5
Sri Lanka,Sri Lanka,1999,4
Sri Lanka,Sri Lanka,2000,4
Sri Lanka,Sri Lanka,2001,4
Sri Lanka,Sri Lanka,2002,1
Sri Lanka,Sri Lanka,2005,1
Sudan,Sudan,1986,1
Sudan,Sudan,1991,1
Sudan,Sudan,1993,1
Sudan,Sudan,1994,2
Sudan,Sudan,1995,4
Sudan,Sudan,1996,1
Sudan,Sudan,1997,3
Sudan,Sudan,1998,4
Sudan,Sudan,1999,1
Suriname,Suriname,1988,1
Suriname,Suriname,1989,1
Suriname,Suriname,1992,1
Suriname,Suriname,1996,1
Suriname,Suriname,1997,1
Suriname,Suriname,2000,1
Svalbard,Norway,1988,1
Svalbard,Norway,1992,1
Sweden,Sweden,1969,1
Sweden,Sweden,1973,1
Sweden,Sweden,1974,3
Sweden,Sweden,1976,3
Sweden,Sweden,1977,4
Sweden,Sweden,1978,1
Sweden,Sweden,1979,6
Sweden,Sweden,1980,3
Sweden,Sweden,1981,7
Sweden,Sweden,1982,14
Sweden,Sweden,1983,14
Sweden,Sweden,1984,21
Sweden,Sweden,1985,34
Sweden,Sweden,1986,41
Sweden,Sweden,1987,56
Sweden,Sweden,1988,108
Sweden,Sweden,1989,116
Sweden,Sweden,1990,144
Sweden,Sweden,1991,167
Sweden,Sweden,1992,143
Sweden,Sweden,1993,160
Sweden,Sweden,1994,152
Sweden,Sweden,1995,143
Sweden,Sweden,1996,130
Sweden,Sweden,1997,97
Sweden,Sweden,1998,83
Sweden,Sweden,1999,62
Sweden,Sweden,2000,48
Sweden,Sweden,2001,23
Sweden,Sweden,2002,12
Sweden,Sweden,2003,8
Sweden,Sweden,2004,4
Sweden,Sweden,2006,1
Switzerland,Switzerland,1972,1
Switzerland,Switzerland,1979,2
Switzerland,Switzerland,1981,1
Switzerland,Switzerland,1982,1
Switzerland,Switzerland,1984,2
Switzerland,Switzerland,1985,4
Switzerland,Switzerland,1986,6
Switzerland,Switzerland,1987,5
Switzerland,Switzerland,1988,7
Switzerland,Switzerland,1989,18
Switzerland,Switzerland,1990,21
Switzerland,Switzerland,1991,13
Switzerland,Switzerland,1992,13
Switzerland,Switzerland,1993,14
Switzerland,Switzerland,1994,20
Switzerland,Switzerland,1995,18
Switzerland,Switzerland,1996,19
Switzerland,Switzerland,1997,17
Switzerland,Switzerland,1998,14
Switzerland,Switzerland,1999,8
Switzerland,Switzerland,2000,8
Switzerland,Switzerland,2001,4
Switzerland,Switzerland,2002,3
Switzerland,Switzerland,2003,1
Switzerland,Switzerland,2004,1
Syria,Syria,1983,1
Syria,Syria,1984,1
Syria,Syria,1985,1
Syria,Syria,1987,2
Syria,Syria,1988,4
Syria,Syria,1990,2
Syria,Syria,1991,2
Syria,Syria,1992,5
Syria,Syria,1993,2
Syria,Syria,1994,4
Syria,Syria,1995,4
Syria,Syria,1996,2
Syria,Syria,1997,2
Syria,Syria,1998,3
Syria,Syria,1999,3
Syria,Syria,2000,1
Syria,Syria,2001,2
Taiwan,Taiwan,1984,1
Taiwan,Taiwan,1985,2
Taiwan,Taiwan,1986,3
Taiwan,Taiwan,1988,1
Taiwan,Taiwan,1990,4
Taiwan,Taiwan,1991,4
Taiwan,Taiwan,1992,1
Taiwan,Taiwan,1993,2
Taiwan,Taiwan,1994,1
Taiwan,Taiwan,1995,3
Taiwan,Taiwan,1996,3
Taiwan,Taiwan,1997,1
Taiwan,Taiwan,1998,1
Taiwan,Taiwan,1999,2
Taiwan,Taiwan,2000,1
Taiwan,Taiwan,2001,1
Tanzania,Tanzania,1996,1
Tanzania,Tanzania,1998,1
Thailand,Thailand,1972,1
Thailand,Thailand,1979,1
Thailand,Thailand,1980,1
Thailand,Thailand,1982,6
Thailand,Thailand,1983,1
Thailand,Thailand,1984,3
Thailand,Thailand,1985,7
Thailand,Thailand,1986,15
Thailand,Thailand,1987,10
Thailand,Thailand,1988,14
Thailand,Thailand,1989,15
Thailand,Thailand,1990,18
Thailand,Thailand,1991,22
Thailand,Thailand,1992,15
Thailand,Thailand,1993,16
Thailand,Thailand,1994,14
Thailand,Thailand,1995,14
Thailand,Thailand,1996,7
Thailand,Thailand,1997,15
Thailand,Thailand,1998,4
Thailand,Thailand,1999,7
Thailand,Thailand,2000,4
Thailand,Thailand,2001,2
Thailand,Thailand,2002,2
Thailand,Thailand,2004,1
Togo,Togo,1969,1
Trinidad and Tobago,Trinidad and Tobago,1984,1
Trinidad and Tobago,Trinidad and Tobago,1985,1
Trinidad and Tobago,Trinidad and Tobago,1986,3
Trinidad and Tobago,Trinidad and Tobago,1987,2
Trinidad and Tobago,Trinidad and Tobago,1988,2
Trinidad and Tobago,Trinidad and Tobago,1989,2
Trinidad and Tobago,Trinidad and Tobago,1990,2
Trinidad and Tobago,Trinidad and Tobago,1991,4
Trinidad and Tobago,Trinidad and Tobago,1992,4
Trinidad and Tobago,Trinidad and Tobago,1993,3
Trinidad and Tobago,Trinidad and Tobago,1994,2
Trinidad and Tobago,Trinidad and Tobago,1995,8
Trinidad and Tobago,Trinidad and Tobago,1996,7
Trinidad and Tobago,Trinidad and Tobago,1997,2
Trinidad and Tobago,Trinidad and Tobago,1998,4
Trinidad and Tobago,Trinidad and Tobago,1999,1
Trinidad and Tobago,Trinidad and Tobago,2001,3
Tunisia,Tunisia,1970,1
Tunisia,Tunisia,1977,1
Tunisia,Tunisia,1979,1
Tunisia,Tunisia,1980,1
Tunisia,Tunisia,1981,1
Tunisia,Tunisia,1983,2
Tunisia,Tunisia,1984,2
Tunisia,Tunisia,1986,2
Tunisia,Tunisia,1987,5
Tunisia,Tunisia,1988,2
Tunisia,Tunisia,1989,3
Tunisia,Tunisia,1990,2
Tunisia,Tunisia,1991,3
Tunisia,Tunisia,1992,5
Tunisia,Tunisia,1993,8
Tunisia,Tunisia,1994,8
Tunisia,Tunisia,1995,10
Tunisia,Tunisia,1996,7
Tunisia,Tunisia,1997,11
Tunisia,Tunisia,1998,6
Tunisia,Tunisia,1999,7
Tunisia,Tunisia,2000,6
Tunisia,Tunisia,2002,1
Tunisia,Tunisia,2004,1
Turkey,Turkey,1973,1
Turkey,Turkey,1976,2
Turkey,Turkey,1977,1
Turkey,Turkey,1978,2
Turkey,Turkey,1979,6
Turkey,Turkey,1980,6
Turkey,Turkey,1981,7
Turkey,Turkey,1982,16
Turkey,Turkey,1983,9
Turkey,Turkey,1984,21
Turkey,Turkey,1985,23
Turkey,Turkey,1986,15
Turkey,Turkey,1987,46
Turkey,Turkey,1988,42
Turkey,Turkey,1989,57
Turkey,Turkey,1990,70
Turkey,Turkey,1991,82
Turkey,Turkey,1992,84
Turkey,Turkey,1993,92
Turkey,Turkey,1994,86
Turkey,Turkey,1995,80
Turkey,Turkey,1996,66
Turkey,Turkey,1997,66
Turkey,Turkey,1998,54
Turkey,Turkey,1999,28
Turkey,Turkey,2000,18
Turkey,Turkey,2001,13
Turkey,Turkey,2002,12
Turkey,Turkey,2003,5
Turkey,Turkey,2004,1
US Virgin Islands,United States,1983,1
US Virgin Islands,United States,1997,1
Uganda,Uganda,1990,1
Uganda,Uganda,1993,1
Uganda,Uganda,1994,1
Uganda,Uganda,2000,1
Ukraine,Ukraine,1972,1
Ukraine,Ukraine,1974,1
Ukraine,Ukraine,1976,1
Ukraine,Ukraine,1979,2
Ukraine,Ukraine,1980,2
Ukraine,Ukraine,1981,3
Ukraine,Ukraine,1982,1
Ukraine,Ukraine,1983,14
Ukraine,Ukraine,1984,5
Ukraine,Ukraine,1985,13
Ukraine,Ukraine,1986,21
Ukraine,Ukraine,1987,24
Ukraine,Ukraine,1988,33
Ukraine,Ukraine,1989,51
Ukraine,Ukraine,1990,68
Ukraine,Ukraine,1991,66
Ukraine,Ukraine,1992,71
Ukraine,Ukraine,1993,46
Ukraine,Ukraine,1994,49
Ukraine,Ukraine,1995,31
Ukraine,Ukraine,1996,20
Ukraine,Ukraine,1997,24
Ukraine,Ukraine,1998,10
Ukraine,Ukraine,1999,3
Ukraine,Ukraine,2000,6
Ukraine,Ukraine,2002,1
Ukraine,Ukraine,2003,2
Ukraine,Ukraine,2008,1
United Arab Emirates,United Arab Emirates,1977,1
United Arab Emirates,United Arab Emirates,1979,2
United Arab Emirates,United Arab Emirates,1981,1
United Arab Emirates,United Arab Emirates,1982,1
United Arab Emirates,United Arab Emirates,1984,4
United Arab Emirates,United Arab Emirates,1985,7
United Arab Emirates,United Arab Emirates,1986,7
United Arab Emirates,United Arab Emirates,1987,6
United Arab Emirates,United Arab Emirates,1988,15
United Arab Emirates,United Arab Emirates,1989,14
United Arab Emirates,United Arab Emirates,1990,20
United Arab Emirates,United Arab Emirates,1991,21
United Arab Emirates,United Arab Emirates,1992,26
United Arab Emirates,United Arab Emirates,1993,36
United Arab Emirates,United Arab Emirates,1994,32
United Arab Emirates,United Arab Emirates,1995,28
United Arab Emirates,United Arab Emirates,1996,31
United Arab Emirates,United Arab Emirates,1997,20
United Arab Emirates,United Arab Emirates,1998,24
United Arab Emirates,United Arab Emirates,1999,11
United Arab Emirates,United Arab Emirates,2000,14
United Arab Emirates,United Arab Emirates,2001,7
United Arab Emirates,United Arab Emirates,2002,4
United Arab Emirates,United Arab Emirates,2003,1
United Arab Emirates,United Arab Emirates,2004,1
United Kingdom,United Kingdom,1969,1
United Kingdom,United Kingdom,1970,1
United Kingdom,United Kingdom,1971,3
United Kingdom,United Kingdom,1972,1
United Kingdom,United Kingdom,1973,2
United Kingdom,United Kingdom,1974,2
United Kingdom,United Kingdom,1975,1
United Kingdom,United Kingdom,1976,2
United Kingdom,United Kingdom,1977,3
United Kingdom,United Kingdom,1978,6
United Kingdom,United Kingdom,1979,15
United Kingdom,United Kingdom,1980,17
United Kingdom,United Kingdom,1981,20
United Kingdom,United Kingdom,1982,38
United Kingdom,United Kingdom,1983,37
United Kingdom,United Kingdom,1984,45
United Kingdom,United Kingdom,1985,87
United Kingdom,United Kingdom,1986,114
United Kingdom,United Kingdom,1987,150
United Kingdom,United Kingdom,1988,202
United Kingdom,United Kingdom,1989,252
United Kingdom,United Kingdom,1990,382
United Kingdom,United Kingdom,1991,433
United Kingdom,United Kingdom,1992,464
United Kingdom,United Kingdom,1993,463
United Kingdom,United Kingdom,1994,542
United Kingdom,United Kingdom,1995,458
United Kingdom,United Kingdom,1996,441
United Kingdom,United Kingdom,1997,401
United Kingdom,United Kingdom,1998,310
United Kingdom,United Kingdom,1999,206
United Kingdom,United Kingdom,2000,154
United Kingdom,United Kingdom,2001,80
United Kingdom,United Kingdom,2002,40
United Kingdom,United Kingdom,2003,15
United Kingdom,United Kingdom,2004,4
United Kingdom,United Kingdom,2005,2
United Kingdom,United Kingdom,2008,3
United States,United States,1969,23
United States,United States,1970,15
United States,United States,1971,19
United States,United States,1972,20
United States,United States,1973,34
United States,United States,1974,31
United States,United States,1975,33
United States,United States,1976,41
United States,United States,1977,53
United States,United States,1978,61
United States,United States,1979,87
United States,United States,1980,136
United States,United States,1981,184
United States,United States,1982,245
United States,United States,1983,324
United States,United States,1984,434
United States,United States,1985,566
United States,United States,1986,727
United States,United States,1987,901
United States,United States,1988,1183
United States,United States,1989,1528
United States,United States,1990,1970
United States,United States,1991,1896
United States,United States,1992,1926
United States,United States,1993,1975
United States,United States,1994,1966
United States,United States,1995,1800
United States,United States,1996,1647
United States,United States,1997,1291
United States,United States,1998,941
United States,United States,1999,673
United States,United States,2000,378
United States,United States,2001,228
United States,United States,2002,139
United States,United States,2003,60
United States,United States,2004,29
United States,United States,2005,5
United States,United States,2006,5
United States,United States,2007,2
Uruguay,Uruguay,1977,1
Uruguay,Uruguay,1980,1
Uruguay,Uruguay,1981,1
Uruguay,Uruguay,1982,2
Uruguay,Uruguay,1985,3
Uruguay,Uruguay,1986,4
Uruguay,Uruguay,1987,2
Uruguay,Uruguay,1988,1
Uruguay,Uruguay,1989,2
Uruguay,Uruguay,1990,8
Uruguay,Uruguay,1991,9
Uruguay,Uruguay,1992,6
Uruguay,Uruguay,1993,6
Uruguay,Uruguay,1994,8
